Date,Open,High,Low,Close,Adj Close,Volume
2024-08-01,10.649999618530273,10.680000305175781,10.09000015258789,10.140000343322754,10.140000343322754,47149600
2024-08-02,9.930000305175781,9.930000305175781,9.59000015258789,9.630000114440918,9.630000114440918,48427200
2024-08-05,9.100000381469727,9.59000015258789,9.069999694824219,9.279999732971191,9.279999732971191,44554500
2024-08-06,9.460000038146973,9.529999732971191,9.220000267028809,9.3100004196167,9.3100004196167,28905900
2024-08-07,9.399999618530273,9.520000457763672,9.210000038146973,9.260000228881836,9.260000228881836,29020900
2024-08-08,9.350000381469727,9.90999984741211,9.350000381469727,9.890000343322754,9.890000343322754,34701800
2024-08-09,9.890000343322754,9.960000038146973,9.720000267028809,9.859999656677246,9.859999656677246,22614800
2024-08-12,9.789999961853027,9.800000190734863,9.59000015258789,9.609999656677246,9.609999656677246,29791200
2024-08-13,9.640000343322754,9.819999694824219,9.5600004196167,9.8100004196167,9.8100004196167,29921900
2024-08-14,9.880000114440918,9.970000267028809,9.699999809265137,9.739999771118164,9.739999771118164,29574700
2024-08-15,9.960000038146973,10.15999984741211,9.949999809265137,10.09000015258789,10.09000015258789,32307300
2024-08-16,10.020000457763672,10.140000343322754,9.970000267028809,10.050000190734863,10.050000190734863,35389700
2024-08-19,10.149999618530273,10.380000114440918,10.119999885559082,10.3100004196167,10.3100004196167,30380100
2024-08-20,10.3100004196167,10.449999809265137,10.210000038146973,10.289999961853027,10.289999961853027,23537400
2024-08-21,10.369999885559082,10.449999809265137,10.300000190734863,10.399999618530273,10.399999618530273,20233700
2024-08-22,10.40999984741211,10.539999961853027,10.130000114440918,10.140000343322754,10.140000343322754,25624700
2024-08-23,10.229999542236328,10.5,10.170000076293945,10.390000343322754,10.390000343322754,24640000
2024-08-26,10.430000305175781,10.449999809265137,10.199999809265137,10.210000038146973,10.210000038146973,21028300
2024-08-27,10.260000228881836,10.270000457763672,9.979999542236328,10.170000076293945,10.170000076293945,23303100
2024-08-28,10.170000076293945,10.210000038146973,10.039999961853027,10.149999618530273,10.149999618530273,20533800
2024-08-29,10.239999771118164,10.510000228881836,10.210000038146973,10.390000343322754,10.390000343322754,22240100
2024-08-30,10.489999771118164,10.890000343322754,10.479999542236328,10.619999885559082,10.619999885559082,26521400
2024-09-03,10.520000457763672,10.739999771118164,10.5,10.600000381469727,10.600000381469727,23374800
2024-09-04,10.529999732971191,10.779999732971191,10.5,10.630000114440918,10.630000114440918,22113000
2024-09-05,10.84000015258789,11.15999984741211,10.75,10.800000190734863,10.800000190734863,38467300
2024-09-06,10.779999732971191,11.100000381469727,10.699999809265137,10.800000190734863,10.800000190734863,27842800
2024-09-09,10.850000381469727,11.229999542236328,10.850000381469727,11.220000267028809,11.220000267028809,44496200
2024-09-10,11.210000038146973,11.25,10.869999885559082,10.989999771118164,10.989999771118164,31767700
2024-09-11,10.949999809265137,11.010000228881836,10.489999771118164,10.770000457763672,10.770000457763672,40526800
2024-09-12,11.029999732971191,11.140000343322754,10.430000305175781,10.880000114440918,10.880000114440918,37878400
2024-09-13,10.979999542236328,11.180000305175781,10.609999656677246,10.6899995803833,10.6899995803833,36956000
2024-09-16,10.649999618530273,10.869999885559082,10.619999885559082,10.8100004196167,10.8100004196167,31026800
2024-09-17,10.989999771118164,11.260000228881836,10.949999809265137,11.170000076293945,11.170000076293945,38180000
2024-09-18,11.239999771118164,11.289999961853027,10.920000076293945,11.029999732971191,11.029999732971191,37396500
2024-09-19,11.319999694824219,11.390000343322754,11.0600004196167,11.109999656677246,11.109999656677246,34544400
2024-09-20,11.069999694824219,11.119999885559082,10.880000114440918,11.010000228881836,11.010000228881836,165832100
2024-09-23,11.0,11.029999732971191,10.760000228881836,10.979999542236328,10.979999542236328,30785100
2024-09-24,11.020000457763672,11.1899995803833,10.920000076293945,11.039999961853027,11.039999961853027,29446500
2024-09-25,11.0600004196167,11.180000305175781,10.970000267028809,11.0,11.0,29157100
2024-09-26,11.359999656677246,11.979999542236328,11.350000381469727,11.789999961853027,11.789999961853027,62353500
2024-09-27,11.819999694824219,11.859999656677246,11.5600004196167,11.5600004196167,11.5600004196167,30758600
